x,y,angulo,distancia
2.643738701774919,0.0,0,2.643738701774919
2.9745750768435313,0.10387445059435074,2,2.9763882121230387
3.47024520834628,0.24266318408189844,4,3.4787191934617376
2.8931373503575193,0.3040809887278926,6,2.90907355969894
3.4391565968287545,0.48334193879054904,8,3.4729551576869726
3.3756605799287387,0.5952200379554203,10,3.4277355855533083
3.1100431040970204,0.6610600688524253,12,3.17952331709843
2.508425582723137,0.6254207408211016,14,2.5852175937644253
3.15967652484751,0.9060226639904488,16,3.287009706304012
2.508287245651019,0.8149919299218024,18,2.6373692863406974
3.0777666747306838,1.1202154576184375,20,3.275290884115494
2.6169863570714242,1.0573311209096634,22,2.822510707214775
2.836295909130761,1.2628002987682683,24,3.104712398712821
2.622461546979816,1.279059958722899,26,2.917755805991309
2.248830335525029,1.1957242996051056,28,2.5469578870966307
2.727274299042467,1.574592550706116,30,3.1491851014122325
2.2513784028745256,1.4068173635068617,32,2.65477679046549
2.6004100226039495,1.7539987075287713,34,3.13666124273433
2.0505492231799733,1.4898112164086068,36,2.5346182310598344
2.6039591441022987,2.0344358512978604,38,3.3044715851706195
1.9257294675411283,1.6158788859609805,40,2.5138612842101566
2.2132632667469654,1.9928311964748167,42,2.978239490970244
1.9509679613728992,1.8840278603060499,44,2.7121646271406386
0.44473692200978526,0.460538564403045,46,0.640223944492203
0.6127106863641297,0.680484156245587,48,0.915681752622641
0.6041422140465695,0.7199886540278194,50,0.9398784372044515
0.33233120707050745,0.42536454760652137,52,0.5397953589587827
0.7461907899525211,1.027043512512753,54,1.2694955973159185
0.5673114591885537,0.8410738263829582,56,1.0145183453999818
0.6750998912047058,1.0803856664467475,58,1.27396744517597
0.596732699794028,1.0335713545810024,60,1.1934653995880558
0.5650187256521928,1.0626456707503371,62,1.2035206611861975
0.5102287431180408,1.046123952099095,64,1.1639195390830266
0.35282945135065225,0.7924679226500135,66,0.8674641376850285
0.25956802504614335,0.6424534063589413,68,0.6929083193096777
0.2219453984560916,0.6097899706099702,70,0.6489249326018701
0.18167292621521153,0.559131774163011,72,0.587905938903728
0.3607718600649237,1.258160995721766,74,1.3088641740724247
0.3595245492236319,1.4419742071642125,76,1.486118271074451
0.24437968406203706,1.1497160197830907,78,1.1754013595908988
0.25716512128451924,1.4584558769806766,80,1.4809549097473413
0.18968926196259922,1.349709231230085,82,1.3629735965790468
0.07022027517140088,0.6681012900565053,84,0.6717813787388826
0.07088804645655415,1.0137462939654724,86,1.016221759095502
0.027162738066706795,0.7778390471357067,88,0.7783131744922892
7.982027366662227e-17,1.3035639944871655,90,1.3035639944871655
-0.034128771226838446,0.9773201370864285,92,0.9779158570041132
-0.08736046420303133,1.24931284259898,94,1.252363537232106
-0.08275344748159923,0.7873464591833025,96,0.791683383593829
-0.13143149137016827,0.9351836542630972,98,0.9443742394435941
-0.19559885758807471,1.1092962449772419,100,1.1264089276148201
-0.2367671804121791,1.113902005903455,102,1.1387872393366876
-0.3354241013830524,1.3453125904755403,104,1.3864974914801098
-0.4127606204547112,1.4394673496224957,106,1.4974770717534778
-0.29551723471893054,0.9095085282460081,108,0.9563138600732205
-0.26302051530548126,0.7226429266551287,110,0.7690205399833289
-0.24960682477844137,0.6177985705321052,112,0.6663172222954229
-0.5677741058727439,1.2752415210607684,114,1.39592563281035
-0.2598671349896467,0.532806585169478,116,0.5928016405575203
-0.25592269675366097,0.48132058886741375,118,0.545129283731245
-0.33921497061151124,0.5875375637871213,120,0.6784299412230228
-0.5358483644295106,0.8575366399267184,122,1.0111886858932846
-0.5012332449204915,0.7431088450401075,124,0.896351226579385
-0.3447485121401478,0.4745056192190364,126,0.5865212010603597
-0.7108154916977745,0.9098023406317753,128,1.1545557423773898
-0.7330312718603411,0.8735926517234645,130,1.140394215466925
-0.8490587780107898,0.9429753046843646,132,1.2688984331938258
-0.7579059822254034,0.7848346195976216,134,1.0910485131340388
-2.1534425648420568,2.0795553120597283,136,2.9936374489890003
-2.3615613350462694,2.1263593769330678,138,3.1777942254111897
-2.451177346279397,2.056782007213147,140,3.1997847752792765
-2.467941165864681,1.928166959954306,142,3.1318622932097364
-2.673805957606737,1.9426337398353941,144,3.305005922245848
-2.364188945152759,1.594665578930249,146,2.8517271392977737
-2.6231924707227936,1.6391525791139796,148,3.0932119093383768
-2.908547258297403,1.6792505425287534,150,3.358501085057507
-2.2965372928863936,1.221090538790015,152,2.6009893582136114
-2.6685895653032077,1.30155809650518,154,2.96907792868819
-2.872287773288196,1.2788249091288872,156,3.144110398950611
-2.4502136530369683,0.9899505747262993,158,2.6426405517833285
-3.1995258004674407,1.1645321551368937,160,3.404864239320651
-2.5403439339632765,0.8254077793504543,162,2.6710756831352165
-3.3519603206980766,0.9611591552067876,164,3.487042430652684
-3.177245801133688,0.792176350138544,166,3.2745128264431145
-3.365522156833624,0.715363817880832,168,3.4407099238487238
-2.705558053484888,0.47706288270246167,170,2.747295647510351
-2.542736346878668,0.35735828861843727,172,2.567725272723344
-2.6409628398478464,0.2775763796472778,174,2.655510001486587
-3.3106296394857115,0.2315017762149298,176,3.3187138596498436
-3.385601619571751,0.11822781374795349,178,3.387665293737043
-2.5328718816734423,3.1018734425417146e-16,180,2.5328718816734423
-3.0602326743189683,-0.10686567981100717,182,3.0620980216986675
-3.2622326910562855,-0.22811753190346473,184,3.270198730804913
-3.1420958385041207,-0.33024758023744016,186,3.159403380797963
-3.311014589067109,-0.46533275405928737,188,3.3435538250513686
-2.5750258426131416,-0.45404653207424656,190,2.6147497668828983
-2.853478081425268,-0.6065254897885269,192,2.917226479198631
-3.236085129881743,-0.8068466424639292,194,3.3351534405926593
-3.043141290495093,-0.8726067232615715,196,3.165778167749193
-3.0393732456406135,-0.9875522317119702,198,3.1957861531515603
-1.79047330007275,-0.651678986474859,200,1.9053818881490143
-1.7928444162547952,-0.7243561630090597,202,1.9336449911463078
-1.5475533784794764,-0.6890151561452008,204,1.6940080710082337
-1.15809994744581,-0.5648430851857331,206,1.2885042487924228
-1.4394664665852739,-0.7653778968438132,208,1.6302966090256559
-0.8875545809199565,-0.5124298762146225,210,1.0248597524292449
-1.0912572231518614,-0.6818931937972758,212,1.2867869500535667
-1.2786016595481133,-0.862427709014063,214,1.5422722707338141
-1.3835276863881067,-1.005191702833823,216,1.7101342691287105
-1.511367334451988,-1.1808095747791088,218,1.917952677085263
-1.0030659005885065,-0.8416722272303221,220,1.3094095383088833
-1.259293898891625,-1.1338733195216142,222,1.694547086542193
-1.148553837935084,-1.109145548555494,224,1.596677727819825
-0.9256017482775112,-0.958488668838911,226,1.3324560498218967
-1.2667328977864076,-1.4068494092274335,228,1.8931026106838287
-1.2446966473112848,-1.4833717011231915,230,1.9364042314354366
-0.8586492594252745,-1.0990209345901647,232,1.394677584741008
-1.1250442577700956,-1.54849057612467,234,1.914039614607905
-0.5647505208108579,-0.8372770791014205,236,1.0099386406830573
-0.8613201845430004,-1.378400431884173,238,1.6253800204628033
-0.5433421415191553,-0.9410961950044552,240,1.0866842830383097
-0.7432688564685069,-1.3978854092280253,242,1.5832031487868528
-0.7406636662151929,-1.5185855601592142,244,1.6895812410107438
-0.7854368206172353,-1.7641199826847203,246,1.9310697326841537
-0.5953633062085913,-1.4735758922033437,248,1.589302795713424
-0.6515023492161527,-1.7899879931930205,250,1.9048654353547767
-1.0055083635375681,-3.094636536951602,252,3.25389341635214
-0.8598572609851843,-2.9986786316012175,254,3.119523688784987
-0.8080232401502875,-3.2408042054486272,256,3.3400169841898224
-0.5726596847575474,-2.694151995394791,258,2.7543409536287164
-0.5625233678059886,-3.1902285489482294,260,3.239442966599677
-0.4415450291440609,-3.1417561314408955,262,3.172631967658444
-0.29837772041139643,-2.8388743770141582,264,2.8545116907284553
-0.22180607716044917,-3.1719746831820648,266,3.179720322074454
-0.09132593853426649,-2.6152327071672534,268,2.6168268073539993
-4.749748824556532e-16,-2.5856428307130366,270,2.5856428307130366
0.11728786663991515,-3.358685056113408,272,3.3607323234409
0.21408653905535935,-3.0615801450852214,274,3.0690562117668594
0.29573373393711,-2.813718526085772,276,2.8292172743404977
0.41711622509988505,-2.967936158790918,278,2.9971037666220646
0.5749741464920541,-3.2608404237506035,280,3.311144143389152
0.7034174440476191,-3.309318886798803,282,3.383251039327965
0.8172592566645772,-3.2778478443859678,284,3.378194663359362
0.9392331688333909,-3.275495319124032,286,3.407495932652049
0.9650691222244951,-2.9701773497065034,288,3.1230292825045214
0.9891416118432789,-2.717644243182355,290,2.892056597091785
1.1492340716722662,-2.844454142294108,292,3.067842616417362
1.3716725339407085,-3.080826952985214,294,3.3723849505368575
1.2184529648908209,-2.498198794699334,296,2.7795008266752568
1.3793587409432313,-2.594196489298733,298,2.938109249382393
1.3305510462017374,-2.3045820140853333,300,2.6611020924034743
1.4789524674181442,-2.3668187004197168,302,2.7909014962084733
1.4574617487840436,-2.160775901847543,304,2.6063666755032195
1.539090740992988,-2.1183766698673314,306,2.6184575659056515
1.8434119348548086,-2.3594596807022636,308,2.994197312540504
1.7406189469110924,-2.074388883318845,310,2.7079223691942658
2.0442799225348467,-2.2704028657812563,312,3.0551284055873693
1.7939053600323132,-1.8576433803848456,314,2.5824281925041594
2.4979681152908064,-2.4122597687623166,316,3.472584325397834
2.582060026808568,-2.3248972907582233,318,3.474504481881926
2.4168112766578105,-2.0279454508686614,320,3.1549230574895573
2.442056858267677,-1.9079439224766876,322,3.099014635384597
2.712596732503608,-1.9708168874922538,324,3.352953956918273
2.425171649328254,-1.6357989322767013,326,2.9252855716225588
2.5961719522753475,-1.6222682852634704,328,3.0613498975375015
2.905530027429358,-1.6775085434748827,330,3.355017086949762
3.0471411599865945,-1.6201936943687714,332,3.4511008180226748
2.99695534651698,-1.4617127889730264,334,3.334418334052285
3.0545481655149564,-1.3599724639438246,336,3.343619236416764
2.6771152173967843,-1.081624757410689,338,2.887361772113284
2.496341722708278,-0.9085940816226266,340,2.656551373810376
