altura,angulo,distancia,x,y,z
0.0,-0.16635161638259888,0.12524999678134918,0.12524946887582328,-0.0003636482533426622,0.0
0.0,-0.15435248613357544,0.12524999678134918,0.12524954228598456,-0.0003374179594299881,0.0
0.0,-0.14153510332107544,0.12524999678134918,0.12524961463424356,-0.00030939893578521967,0.0
0.0,-0.12871819734573364,0.12524999678134918,0.12524968071214845,-0.0002813809390320782,0.0
0.0,-0.11562807112932205,0.12524999678134918,0.12524974172926465,-0.00025276566318605686,0.0
0.0,-0.10281068831682205,0.12524999678134918,0.12524979514033185,-0.0002247465970429005,0.0
0.0,-0.08972103148698807,0.12524999678134918,0.12524984321682803,-0.00019613232262146983,0.0
0.0,-0.07690364867448807,0.12524999678134918,0.12524988395870126,-0.00016811323519206847,0.0
0.0,-0.06517726927995682,0.1262499988079071,0.12624991712176278,-0.00014361665840195083,0.0
0.0,-0.05235988274216652,0.1262499988079071,0.1262499460905751,-0.00011537384201536499,0.0
0.0,-0.0379064716398716,0.12524999678134918,0.12524996937007835,-8.286448225121543e-05,0.0
0.0,-0.025089088827371597,0.12524999678134918,0.12524998477330618,-5.484536943483162e-05,0.0
0.0,-0.010635677725076675,0.12425000220537186,0.1242500000646932,-2.3064228891509853e-05,0.0
0.0,0.0021816615480929613,0.12425000220537186,0.1242500021152986,4.731089347244655e-06,0.0
0.0,0.015271631069481373,0.12425000220537186,0.12424999779178184,3.311762555149211e-05,0.0
0.0,0.028088891878724098,0.12425000220537186,0.12424998727432189,6.091277172138231e-05,0.0
0.0,0.0411788634955883,0.12425000220537186,0.12424997011536289,8.929930761299101e-05,0.0
0.0,0.05399612337350845,0.12425000220537186,0.12424994702987224,0.00011709444416617746,0.0
0.0,0.06708609312772751,0.12425000220537186,0.12424991703547987,0.0001454809653579255,0.0
0.0,0.07853981852531433,0.12524999678134918,0.12524987910689792,0.00017168993982439942,0.0
0.0,0.09162978827953339,0.12524999678134918,0.12524983661335512,0.00020030490714265025,0.0
0.0,0.10444704443216324,0.12524999678134918,0.1252497886705328,0.00022832370629397193,0.0
0.0,0.11617347598075867,0.1262499988079071,0.12624973928843972,0.0002559855416745208,0.0
0.0,0.12899073958396912,0.1262499988079071,0.12624967886461852,0.00028422803739693714,0.0
0.0,0.14208070933818817,0.1262499988079071,0.12624961063418408,0.0003130714190994483,0.0
0.0,0.1535344272851944,0.12725000083446503,0.127249543963225,0.0003409890359179454,0.0
0.0,0.16662439703941345,0.12725000083446503,0.12724946273890447,0.00037006084838834955,0.0
0.0,0.17807812988758087,0.12825000286102295,0.1282493834157462,0.0003986067401780586,0.0
0.0,0.19116809964179993,0.12825000286102295,0.12824928900181462,0.0004279069775348143,0.0
0.0,0.20262181758880615,0.12925000488758087,0.12924919667190668,0.00045708107209371286,0.0
0.0,0.2157117873430252,0.12925000488758087,0.12924908887265693,0.0004866097283295631,0.0
0.0,0.22716550529003143,0.1302500069141388,0.13024898318115546,0.0005164120528099944,0.0
0.0,0.23916465044021606,0.13124999403953552,0.13124885058900526,0.0005478635259666359,0.0
0.0,0.2519819140434265,0.13124999403953552,0.1312487247459864,0.0005772243328261956,0.0
0.0,0.26370835304260254,0.13224999606609344,0.13224859529421787,0.0006086889089742127,0.0
0.0,0.2754347622394562,0.13324999809265137,0.13324845841921587,0.0006405627167478587,0.0
0.0,0.2871612012386322,0.1342500001192093,0.13424831399467413,0.0006728458925157913,0.0
0.0,0.2988876402378082,0.1352500021457672,0.13524816189525285,0.0007055383657255112,0.0
0.0,0.30952322483062744,0.13725000619888306,0.1372480034682573,0.0007414482926487415,0.0
0.0,0.3223404884338379,0.13725000619888306,0.13724783416954994,0.0007721511258553018,0.0
0.0,0.3378848433494568,0.1352500021457672,0.1352476503576954,0.0007975920966298532,0.0
